,CustomerId,Gender,Age,AgeGroup,Married,Dependents,noDependents,Referrals,noReferrals,PaperlessBilling,PaymentMethod,OnlineSecurity,OnlineBackup,TechSupport,UnlimitedData,AvgDownloadGB,StartDate,EndDate,EndDateTmp,ChurnLabel,ChurnScore,ChurnCategory,ChurnReason,CustomerLTV,SatisScore,TotalExtraDataCharge,AvgRoamCharge,TotalRoamCharge,Tenure_month,Sum_charge,Monthly_charge,ReasonCategory
1323,C-11364,남성,45,40대,Yes,Yes,3,Yes,1,Yes,계좌이체,No,No,Yes,Yes,28,2019-07-01,,2022-01-01,No,63,,,5968,4,0,31640,570310,30.0,2995500.0,99850.0,
1324,C-11365,남성,28,20대,Yes,Yes,3,Yes,1,Yes,신용카드,Yes,No,Yes,Yes,76,2017-12-01,,2022-01-01,No,31,,,3483,4,0,40340,1491370,49.0,3402300.0,69435.0,
1325,C-11366,남성,44,40대,No,No,0,No,0,Yes,계좌이체,No,Yes,No,Yes,12,2020-10-01,2021-10-01,2021-10-01,Yes,92,Company,Attitude of support person,2406,2,0,28480,341600,13.0,1567600.0,120585.0,PS
1326,C-11367,여성,64,60대,No,No,0,No,0,Yes,계좌이체,No,No,No,Yes,12,2017-12-01,2021-07-01,2021-07-01,Yes,92,Competitor,Competitor offered more data,4044,1,0,0,0,44.0,2510500.0,57057.0,PS
1327,C-11368,여성,49,40대,Yes,No,0,Yes,10,Yes,계좌이체,No,Yes,Yes,Yes,26,2015-10-01,,2022-01-01,No,20,,,4582,5,0,23050,1450130,75.0,9559200.0,127456.0,
1328,C-11369,남성,54,50대,Yes,Yes,3,Yes,1,Yes,신용카드,No,No,No,No,0,2020-07-01,,2022-01-01,No,57,,,4628,5,0,46780,280470,18.0,423200.0,23511.0,
1329,C-11370,남성,73,70대,No,No,0,No,0,Yes,신용카드,No,Yes,No,Yes,26,2019-08-01,2021-08-01,2021-08-01,Yes,66,Company,Competitor offered higher download speeds,5245,3,0,3620,87580,25.0,3015000.0,120600.0,PS
1330,C-11371,여성,47,40대,No,No,0,No,0,Yes,계좌이체,No,No,No,Yes,8,2021-10-01,2021-12-01,2021-12-01,Yes,76,Cosumer,Don't know,4157,3,0,11870,23840,3.0,341500.0,113833.0,Other
1331,C-11372,남성,25,20대,Yes,No,0,Yes,1,Yes,계좌이체,No,Yes,No,Yes,30,2017-12-01,2021-02-01,2021-02-01,Yes,71,Cosumer,Don't know,3498,2,0,56160,2134120,39.0,4249200.0,108954.0,Other
1332,C-11373,남성,24,20대,No,No,0,Yes,1,Yes,계좌이체,No,No,No,No,41,2018-04-01,2021-01-01,2021-01-01,Yes,76,Competitor,Competitor offered more data,4161,2,67800,47230,1558720,34.0,3788600.0,111429.0,PS
1333,C-11374,여성,35,30대,No,No,0,No,0,Yes,계좌이체,No,No,Yes,Yes,12,2017-01-01,,2022-01-01,No,78,,,4304,5,0,11870,569520,60.0,7195400.0,119923.0,
1334,C-11375,남성,63,60대,No,No,0,No,0,No,계좌이체,No,No,No,Yes,20,2020-09-01,,2022-01-01,No,55,,,3653,5,0,50170,200460,16.0,1667500.0,104219.0,
1335,C-11376,여성,48,40대,No,No,0,No,0,No,신용카드,Yes,Yes,Yes,Yes,2,2018-08-01,,2022-01-01,No,65,,,3152,3,0,15480,450310,41.0,3321000.0,81000.0,
1336,C-11377,남성,50,50대,No,No,0,No,0,No,계좌이체,Yes,Yes,No,Yes,21,2018-10-01,,2022-01-01,No,80,,,3616,3,0,22940,619010,39.0,2508800.0,64328.0,
1337,C-11378,남성,51,50대,Yes,No,0,Yes,8,Yes,계좌이체,No,Yes,Yes,Yes,16,2015-08-01,,2022-01-01,No,33,,,5256,5,0,47010,3053370,77.0,7509300.0,97523.0,
1338,C-11379,남성,24,20대,No,No,0,No,0,No,신용카드,No,No,Yes,Yes,76,2018-06-01,,2022-01-01,No,68,,,4850,5,0,19440,601840,43.0,4083000.0,94953.0,
1339,C-11380,여성,56,50대,Yes,No,0,Yes,3,Yes,이체/메일확인,Yes,No,No,Yes,10,2016-12-01,,2022-01-01,No,53,,,5417,3,0,50620,2481140,61.0,7253200.0,118905.0,
1340,C-11381,남성,51,50대,Yes,Yes,1,No,0,No,계좌이체,Yes,Yes,Yes,Yes,13,2015-01-01,,2022-01-01,No,32,,,4700,3,0,28250,2029930,84.0,11172800.0,133010.0,
1341,C-11382,여성,37,30대,No,No,0,No,0,Yes,계좌이체,No,Yes,No,Yes,29,2020-08-01,,2022-01-01,No,75,,,4421,5,0,50620,253010,17.0,1242800.0,73106.0,
1342,C-11383,남성,61,60대,Yes,No,0,Yes,10,No,신용카드,Yes,No,No,Yes,9,2020-12-01,,2022-01-01,No,36,,,5664,4,0,20000,20000,13.0,818300.0,62946.0,
1343,C-11384,여성,80,80대,No,No,0,No,0,Yes,계좌이체,Yes,Yes,No,Yes,16,2018-04-01,,2022-01-01,No,30,,,3116,4,0,0,0,45.0,3181900.0,70709.0,
1344,C-11385,여성,60,60대,No,No,0,No,0,No,신용카드,No,No,Yes,Yes,7,2020-12-01,,2022-01-01,No,55,,,3929,5,0,0,0,13.0,530500.0,40808.0,
1345,C-11386,여성,48,40대,Yes,Yes,1,Yes,7,No,신용카드,No,No,No,No,0,2015-08-01,,2022-01-01,No,72,,,5352,3,0,3390,216730,77.0,2376900.0,30869.0,
1346,C-11387,여성,32,30대,No,No,0,No,0,No,신용카드,No,No,Yes,Yes,18,2016-01-01,,2022-01-01,No,52,,,4159,5,0,18190,1092260,72.0,6825800.0,94803.0,
1347,C-11388,남성,65,60대,Yes,No,0,Yes,1,Yes,계좌이체,Yes,Yes,Yes,Yes,29,2015-10-01,,2022-01-01,No,42,,,5688,3,0,45990,2893930,75.0,7408600.0,98781.0,
1348,C-11389,여성,71,70대,No,No,0,No,0,Yes,계좌이체,No,No,No,Yes,3,2021-03-01,2021-06-01,2021-06-01,Yes,67,Cosumer,Don't know,2491,3,0,2600,7680,4.0,335500.0,83875.0,Other
1349,C-11390,여성,75,70대,Yes,No,0,Yes,5,No,계좌이체,No,No,No,Yes,29,2016-06-01,,2022-01-01,No,24,,,4763,3,0,33340,1835350,67.0,4121000.0,61507.0,
1350,C-11391,남성,56,50대,Yes,Yes,2,Yes,9,No,신용카드,No,Yes,Yes,Yes,17,2015-05-01,,2022-01-01,No,39,,,4437,3,0,10060,682290,80.0,10102900.0,126286.0,
1351,C-11392,여성,70,70대,Yes,No,0,Yes,10,Yes,계좌이체,Yes,Yes,Yes,Yes,20,2015-01-01,,2022-01-01,No,78,,,5153,4,0,31750,2285430,84.0,9525700.0,113401.0,
1352,C-11393,여성,50,50대,Yes,No,0,Yes,3,Yes,계좌이체,No,No,No,Yes,29,2019-07-01,2021-04-01,2021-04-01,Yes,72,Competitor,Competitor offered more data,2036,3,0,47690,1001860,22.0,2276800.0,103491.0,PS
1353,C-11394,남성,32,30대,No,No,0,No,0,Yes,계좌이체,No,No,No,Yes,5,2020-11-01,2021-04-01,2021-04-01,Yes,99,Company,Extra data charges,3965,1,0,35140,175940,6.0,471900.0,78650.0,Price
1354,C-11395,여성,57,50대,Yes,No,0,Yes,1,No,계좌이체,No,No,No,No,0,2017-12-01,,2022-01-01,No,72,,,3924,4,0,51080,1889360,49.0,1137400.0,23212.0,
1355,C-11396,여성,47,40대,No,No,0,No,0,Yes,신용카드,No,No,No,Yes,4,2018-08-01,,2022-01-01,No,32,,,4226,5,0,46780,1356000,41.0,3475700.0,84773.0,
1356,C-11397,여성,41,40대,Yes,No,0,Yes,4,Yes,계좌이체,No,Yes,Yes,Yes,21,2015-09-01,,2022-01-01,No,55,,,5455,4,0,9720,621950,76.0,9936000.0,130737.0,
1357,C-11398,남성,61,60대,No,No,0,No,0,No,계좌이체,No,No,No,No,0,2017-03-01,,2022-01-01,No,38,,,2942,5,0,34240,1572400,58.0,1343000.0,23155.0,
1358,C-11399,여성,77,70대,No,Yes,2,No,0,No,계좌이체,Yes,No,No,No,18,2020-07-01,2021-02-01,2021-02-01,Yes,81,Company,Lack of affordable download/upload speed,4419,2,0,30510,213230,8.0,700600.0,87575.0,PS
1359,C-11400,여성,66,60대,No,No,0,No,0,Yes,신용카드,No,No,No,Yes,18,2019-02-01,,2022-01-01,No,50,,,3558,5,0,9830,226680,35.0,3246400.0,92754.0,
1360,C-11401,남성,47,40대,Yes,No,0,Yes,5,No,계좌이체,No,No,No,No,0,2015-05-01,,2022-01-01,No,70,,,4571,3,0,25760,1754210,80.0,2398000.0,29975.0,
1361,C-11402,여성,59,50대,Yes,No,0,Yes,10,No,신용카드,No,Yes,Yes,Yes,17,2017-08-01,,2022-01-01,No,80,,,2954,4,0,0,0,53.0,2213600.0,41766.0,
1362,C-11403,남성,49,40대,Yes,No,0,Yes,1,Yes,계좌이체,No,No,No,Yes,23,2021-08-01,2021-10-01,2021-10-01,Yes,73,Competitor,Competitor had better devices,3851,1,0,10060,20000,3.0,307100.0,102367.0,PS
1363,C-11404,여성,37,30대,No,Yes,2,No,0,Yes,신용카드,No,Yes,Yes,Yes,19,2019-08-01,,2022-01-01,No,41,,,2347,4,0,56270,956320,29.0,3165000.0,109138.0,
1364,C-11405,남성,46,40대,Yes,Yes,2,Yes,2,No,계좌이체,No,No,No,No,0,2016-06-01,,2022-01-01,No,49,,,5248,3,0,27910,1535110,67.0,1499400.0,22379.0,
1365,C-11406,여성,54,50대,Yes,Yes,3,Yes,3,Yes,이체/메일확인,Yes,No,No,No,52,2020-08-01,,2022-01-01,No,44,,,5756,4,11300,53220,265890,17.0,1009000.0,59353.0,
1366,C-11407,여성,48,40대,Yes,No,0,Yes,2,No,신용카드,Yes,Yes,Yes,Yes,9,2015-05-01,,2022-01-01,No,50,,,4114,4,0,30960,2106210,80.0,6576400.0,82205.0,
1367,C-11408,남성,80,80대,Yes,No,0,Yes,2,Yes,계좌이체,No,No,No,Yes,21,2020-06-01,,2022-01-01,No,41,,,3533,4,0,24180,169050,19.0,1638800.0,86253.0,
1368,C-11409,여성,50,50대,No,No,0,No,0,Yes,이체/메일확인,No,No,No,Yes,5,2020-09-01,2021-03-01,2021-03-01,Yes,77,Competitor,Competitor made better offer,5816,1,0,44520,266910,7.0,565700.0,80814.0,PS
1369,C-11410,여성,78,70대,No,No,0,No,0,Yes,계좌이체,No,Yes,No,Yes,15,2017-08-01,,2022-01-01,No,61,,,4477,5,0,7120,293240,53.0,6563400.0,123838.0,
1370,C-11411,남성,54,50대,No,No,0,No,0,No,계좌이체,No,Yes,No,Yes,16,2020-11-01,,2022-01-01,No,76,,,3969,4,0,4290,8480,14.0,1304000.0,93143.0,
1371,C-11412,여성,21,20대,No,Yes,1,No,0,No,이체/메일확인,No,No,No,No,0,2020-12-01,,2022-01-01,No,38,,,4556,3,0,36950,36950,13.0,356000.0,27385.0,
1372,C-11413,남성,25,20대,No,No,0,No,0,Yes,신용카드,No,No,No,No,0,2020-12-01,,2022-01-01,No,21,,,4769,5,0,48590,48590,13.0,322600.0,24815.0,
1373,C-11414,남성,42,40대,No,No,0,No,0,Yes,계좌이체,No,Yes,Yes,Yes,28,2020-10-01,,2022-01-01,No,70,,,5653,3,0,14350,42940,15.0,1831800.0,122120.0,
1374,C-11416,남성,25,20대,Yes,No,0,Yes,1,Yes,계좌이체,No,No,No,Yes,48,2018-10-01,2021-03-01,2021-03-01,Yes,91,Competitor,Competitor made better offer,5292,1,0,4520,131080,30.0,3183100.0,106103.0,PS
1375,C-11417,남성,33,30대,Yes,No,0,Yes,1,Yes,계좌이체,No,No,No,Yes,5,2019-08-01,,2022-01-01,No,37,,,5228,5,0,32540,553810,29.0,3237300.0,111631.0,
1376,C-11418,남성,56,50대,Yes,No,0,Yes,3,No,계좌이체,No,No,No,No,0,2017-12-01,,2022-01-01,No,24,,,3078,4,0,2490,89950,49.0,1184100.0,24165.0,
1377,C-11419,여성,60,60대,Yes,No,0,Yes,1,Yes,신용카드,No,Yes,No,Yes,16,2019-03-01,,2022-01-01,No,53,,,5722,3,0,44970,990220,34.0,2158400.0,63482.0,
1378,C-11420,여성,63,60대,No,No,0,No,0,Yes,계좌이체,Yes,Yes,Yes,Yes,2,2015-05-01,,2022-01-01,No,46,,,5531,3,0,24630,1676690,80.0,8304000.0,103800.0,
1379,C-11421,여성,56,50대,Yes,No,0,Yes,10,Yes,계좌이체,No,Yes,Yes,Yes,6,2015-01-01,,2022-01-01,No,76,,,5050,5,0,29380,2118640,84.0,7864100.0,93620.0,
1380,C-11422,여성,57,50대,Yes,Yes,2,Yes,1,No,신용카드,No,No,Yes,Yes,12,2019-01-01,2021-07-01,2021-07-01,Yes,79,Cosumer,Network reliability,4568,3,0,0,0,31.0,1877400.0,60561.0,PS
1381,C-11423,여성,70,70대,No,No,0,No,0,Yes,계좌이체,No,No,No,Yes,2,2019-04-01,2021-11-01,2021-11-01,Yes,75,Company,Attitude of support person,2560,1,0,17400,540480,32.0,2778100.0,86816.0,PS
1382,C-11424,여성,40,40대,Yes,Yes,3,Yes,10,No,신용카드,No,No,No,No,0,2019-09-01,,2022-01-01,No,31,,,4146,5,0,14460,231760,28.0,620100.0,22146.0,
1383,C-11425,남성,56,50대,No,No,0,No,0,No,신용카드,No,No,No,No,0,2015-08-01,,2022-01-01,No,73,,,5707,5,0,5540,359910,77.0,2335000.0,30325.0,
1384,C-11426,여성,39,30대,Yes,No,0,Yes,1,No,계좌이체,No,No,Yes,No,4,2021-02-01,2021-07-01,2021-07-01,Yes,69,Company,Price too high,3889,3,22600,16840,84190,6.0,471000.0,78500.0,Price
1385,C-11427,여성,50,50대,No,No,0,No,0,Yes,계좌이체,No,No,No,Yes,26,2016-06-01,,2022-01-01,No,46,,,5832,4,0,10060,555060,67.0,5716100.0,85315.0,
1386,C-11428,남성,31,30대,No,No,0,No,0,No,신용카드,No,No,No,Yes,26,2020-12-01,,2022-01-01,No,69,,,3631,4,0,27910,27910,13.0,750000.0,57692.0,
1387,C-11429,여성,41,40대,Yes,No,0,Yes,1,Yes,신용카드,No,No,Yes,No,22,2018-04-01,,2022-01-01,No,76,,,4639,3,67800,11640,385560,45.0,5017500.0,111500.0,
1388,C-11430,여성,80,80대,No,No,0,No,0,Yes,계좌이체,No,Yes,No,Yes,21,2018-07-01,,2022-01-01,No,59,,,5655,4,0,47350,1421430,42.0,5184500.0,123440.0,
1389,C-11431,남성,49,40대,Yes,No,0,Yes,7,No,신용카드,No,No,No,Yes,10,2018-12-01,,2022-01-01,No,49,,,2950,5,0,13110,327700,37.0,2405100.0,65003.0,
1390,C-11432,남성,29,20대,No,No,0,No,0,Yes,신용카드,Yes,Yes,No,Yes,85,2021-02-01,2021-05-01,2021-05-01,Yes,70,Cosumer,Moved,2095,1,0,0,0,4.0,162600.0,40650.0,Other
1391,C-11433,여성,42,40대,No,No,0,No,0,No,신용카드,No,Yes,No,Yes,30,2020-10-01,2021-02-01,2021-02-01,Yes,90,Cosumer,Don't know,4930,3,0,11070,44300,5.0,294400.0,58880.0,Other
1392,C-11434,남성,31,30대,No,No,0,No,0,No,신용카드,No,No,No,No,0,2020-12-01,,2022-01-01,No,52,,,2810,5,0,21240,21240,13.0,381400.0,29338.0,
1393,C-11435,여성,57,50대,No,No,0,No,0,Yes,신용카드,No,No,No,Yes,29,2020-08-01,2021-10-01,2021-10-01,Yes,81,Company,Attitude of support person,4107,1,0,11640,162950,15.0,1562700.0,104180.0,PS
1394,C-11436,남성,52,50대,No,No,0,No,0,No,신용카드,No,No,No,No,18,2018-12-01,2021-01-01,2021-01-01,Yes,75,Cosumer,Product dissatisfaction,4881,1,22600,28140,703760,26.0,2148300.0,82627.0,PS
1395,C-11437,남성,43,40대,No,No,0,No,0,Yes,이체/메일확인,No,No,No,No,0,2018-12-01,,2022-01-01,No,58,,,3848,5,0,19890,498330,37.0,864700.0,23370.0,
1396,C-11438,여성,23,20대,No,No,0,Yes,1,Yes,신용카드,Yes,Yes,Yes,Yes,59,2015-01-01,,2022-01-01,No,38,,,5076,3,0,1920,135830,84.0,11465600.0,136495.0,
1397,C-11439,남성,60,60대,No,No,0,No,0,No,신용카드,No,No,No,No,0,2017-05-01,,2022-01-01,No,35,,,4220,4,0,20450,901970,56.0,1300600.0,23225.0,
1398,C-11440,여성,44,40대,No,No,0,No,0,Yes,계좌이체,Yes,No,No,Yes,22,2019-07-01,,2022-01-01,No,53,,,4792,4,0,16950,305330,30.0,2616600.0,87220.0,
1399,C-11441,여성,66,60대,No,No,0,No,0,Yes,계좌이체,No,No,No,No,20,2020-06-01,,2022-01-01,No,38,,,2107,3,11300,29720,207920,19.0,2004200.0,105484.0,
1400,C-11442,여성,39,30대,Yes,No,0,Yes,9,Yes,계좌이체,No,No,Yes,Yes,24,2016-02-01,,2022-01-01,No,52,,,6225,5,0,28020,1654090,71.0,6008500.0,84627.0,
1401,C-11443,여성,53,50대,Yes,No,0,Yes,7,Yes,계좌이체,No,Yes,Yes,No,24,2015-03-01,,2022-01-01,No,32,,,4032,4,135600,10510,734050,82.0,8142400.0,99298.0,
1402,C-11444,여성,49,40대,Yes,Yes,3,Yes,5,Yes,계좌이체,No,No,No,No,0,2017-09-01,,2022-01-01,No,37,,,2211,3,0,55600,2224740,52.0,1606500.0,30894.0,
1403,C-11445,여성,47,40대,No,Yes,3,No,0,Yes,계좌이체,Yes,Yes,No,No,21,2018-03-01,,2022-01-01,No,39,,,5432,4,124300,37180,1265600,46.0,5653100.0,122893.0,
1404,C-11446,여성,37,30대,No,No,0,No,0,Yes,신용카드,No,Yes,No,No,30,2020-08-01,,2022-01-01,No,67,,,2689,4,11300,51640,258430,17.0,1690900.0,99465.0,
1405,C-11447,남성,63,60대,No,No,0,No,0,Yes,계좌이체,No,No,No,Yes,24,2021-08-01,2021-09-01,2021-09-01,Yes,73,Competitor,Poor expertise of online support,2600,1,0,15930,15930,2.0,107600.0,53800.0,CS
1406,C-11448,남성,39,30대,Yes,Yes,2,Yes,1,No,신용카드,Yes,Yes,No,Yes,19,2015-05-01,,2022-01-01,No,68,,,4112,3,0,0,0,80.0,4217400.0,52718.0,
1407,C-11449,여성,40,40대,Yes,Yes,1,Yes,8,Yes,신용카드,No,No,No,No,0,2019-11-01,,2022-01-01,No,68,,,2966,4,0,17290,242500,26.0,625600.0,24062.0,
1408,C-11450,남성,49,40대,No,No,0,No,0,No,신용카드,No,No,Yes,Yes,6,2019-06-01,,2022-01-01,No,35,,,3402,5,0,10850,205100,31.0,3370900.0,108739.0,
1409,C-11451,여성,51,50대,No,No,0,No,0,Yes,계좌이체,No,Yes,No,Yes,23,2021-06-01,2021-10-01,2021-10-01,Yes,76,Cosumer,Don't know,5274,3,0,11980,48140,5.0,394100.0,78820.0,Other
1410,C-11452,여성,55,50대,Yes,No,0,Yes,1,Yes,신용카드,No,No,No,No,0,2015-06-01,,2022-01-01,No,32,,,5887,5,0,39890,2675610,79.0,2360300.0,29877.0,
1411,C-11453,여성,70,70대,Yes,No,0,Yes,1,No,계좌이체,Yes,Yes,No,Yes,2,2016-11-01,,2022-01-01,No,54,,,5211,3,0,10400,518670,62.0,7919200.0,127729.0,
1412,C-11454,남성,47,40대,No,No,0,No,0,Yes,신용카드,Yes,No,No,Yes,4,2017-06-01,,2022-01-01,No,70,,,5268,3,0,0,0,55.0,2346300.0,42660.0,
1413,C-11455,남성,33,30대,Yes,No,0,Yes,3,No,신용카드,No,No,No,No,0,2016-02-01,,2022-01-01,No,28,,,4149,3,0,28930,1704720,71.0,1631400.0,22977.0,
1414,C-11456,남성,31,30대,No,No,0,No,0,No,계좌이체,No,No,No,No,0,2018-10-01,,2022-01-01,No,28,,,3428,5,0,37740,1019030,39.0,905700.0,23223.0,
1415,C-11457,여성,21,20대,No,No,0,Yes,1,No,신용카드,Yes,Yes,No,No,30,2019-11-01,2021-09-01,2021-09-01,Yes,87,Cosumer,Service dissatisfaction,4626,1,90400,48590,1068530,23.0,1642400.0,71409.0,CS
1416,C-11458,여성,27,20대,Yes,No,0,Yes,4,No,계좌이체,No,Yes,No,Yes,52,2017-09-01,,2022-01-01,No,41,,,2654,3,0,47570,1902920,52.0,3901500.0,75029.0,
1417,C-11459,여성,55,50대,Yes,No,0,Yes,1,Yes,계좌이체,Yes,No,Yes,Yes,4,2018-11-01,2021-12-01,2021-12-01,Yes,79,Company,Attitude of support person,3599,1,0,34130,1260970,38.0,4489900.0,118155.0,PS
1418,C-11460,여성,42,40대,No,No,0,No,0,Yes,계좌이체,No,Yes,No,Yes,21,2020-02-01,2021-05-01,2021-05-01,Yes,65,Cosumer,Limited range of services,2813,3,0,48360,726030,16.0,1527400.0,95462.0,PS
1419,C-11461,여성,37,30대,No,No,0,No,0,Yes,신용카드,No,No,Yes,Yes,11,2018-09-01,,2022-01-01,No,26,,,2885,3,0,3730,102830,40.0,2606000.0,65150.0,
1420,C-11462,남성,20,20대,No,No,0,Yes,1,Yes,신용카드,No,No,No,Yes,82,2020-01-01,2021-02-01,2021-02-01,Yes,89,Cosumer,Network reliability,4800,3,0,46560,605570,14.0,1246900.0,89064.0,PS
1421,C-11463,남성,26,20대,No,No,0,No,0,No,신용카드,No,No,No,No,0,2020-08-01,,2022-01-01,No,51,,,2483,4,0,25090,125200,17.0,395700.0,23276.0,
1422,C-11464,남성,25,20대,Yes,Yes,2,Yes,1,Yes,신용카드,Yes,Yes,Yes,Yes,52,2016-07-01,,2022-01-01,No,49,,,5725,3,0,27800,1500530,66.0,5172100.0,78365.0,
1423,C-11465,남성,45,40대,Yes,Yes,2,Yes,7,No,계좌이체,No,Yes,Yes,Yes,16,2015-10-01,,2022-01-01,No,24,,,5374,5,0,0,0,75.0,3445400.0,45939.0,
1424,C-11466,여성,31,30대,Yes,Yes,2,Yes,10,No,신용카드,No,No,No,No,0,2019-05-01,,2022-01-01,No,43,,,2698,3,0,16720,334250,32.0,750200.0,23444.0,
1425,C-11467,여성,23,20대,No,No,0,No,0,Yes,계좌이체,Yes,Yes,Yes,Yes,71,2017-03-01,2021-01-01,2021-01-01,Yes,99,Cosumer,Don't know,3322,2,0,48590,2237170,47.0,5838700.0,124228.0,Other
1426,C-11468,여성,20,20대,No,No,0,Yes,8,Yes,계좌이체,Yes,Yes,Yes,No,48,2015-01-01,,2022-01-01,No,59,,,5527,3,169500,42380,3046930,84.0,9145000.0,108869.0,
1427,C-11469,여성,48,40대,Yes,No,0,Yes,3,No,신용카드,No,No,No,No,0,2015-02-01,,2022-01-01,No,68,,,5063,5,0,12660,896990,83.0,2524000.0,30410.0,
1428,C-11470,남성,22,20대,No,No,0,Yes,5,Yes,신용카드,No,No,No,No,0,2018-05-01,,2022-01-01,No,42,,,4363,4,0,39660,1267410,44.0,986700.0,22425.0,
1429,C-11471,여성,65,60대,No,No,0,No,0,Yes,계좌이체,No,Yes,No,No,23,2015-02-01,,2022-01-01,No,60,,,5479,3,113000,28930,2054680,83.0,10463900.0,126071.0,
1430,C-11472,여성,69,60대,No,No,0,No,0,No,신용카드,Yes,Yes,Yes,No,22,2015-02-01,,2022-01-01,No,33,,,4994,3,158200,42260,2999810,83.0,8735500.0,105247.0,
1431,C-11473,남성,29,20대,Yes,No,0,Yes,2,No,계좌이체,Yes,Yes,Yes,Yes,69,2015-02-01,,2022-01-01,No,69,,,4384,3,0,45880,3259710,83.0,6410200.0,77231.0,
1432,C-11474,남성,22,20대,No,No,0,No,0,Yes,신용카드,No,No,No,Yes,42,2019-03-01,,2022-01-01,No,32,,,4838,3,0,17850,392000,34.0,2807800.0,82582.0,
1433,C-11475,여성,46,40대,No,No,0,No,0,Yes,계좌이체,No,No,No,Yes,27,2020-10-01,2021-10-01,2021-10-01,Yes,89,Cosumer,Product dissatisfaction,5239,1,0,28820,346350,13.0,1414500.0,108808.0,PS
1434,C-11476,남성,47,40대,Yes,Yes,3,Yes,4,Yes,계좌이체,No,No,No,No,0,2015-05-01,,2022-01-01,No,70,,,6492,3,0,22370,1517590,80.0,1882600.0,23532.0,
1435,C-11477,남성,30,30대,No,No,0,No,0,No,계좌이체,Yes,No,No,Yes,76,2020-11-01,,2022-01-01,No,25,,,3477,4,0,14240,28480,14.0,842200.0,60157.0,
1436,C-11478,여성,68,60대,No,No,0,No,0,Yes,계좌이체,Yes,Yes,No,Yes,22,2018-08-01,,2022-01-01,No,30,,,2044,3,0,10060,290980,41.0,2768500.0,67524.0,
1437,C-11479,여성,36,30대,No,No,0,No,0,Yes,신용카드,No,Yes,No,Yes,19,2021-03-01,2021-10-01,2021-10-01,Yes,68,Company,Attitude of service provider,4414,2,0,0,0,8.0,381800.0,47725.0,CS
1438,C-11480,남성,23,20대,No,No,0,No,0,Yes,계좌이체,No,No,No,Yes,41,2020-01-01,,2022-01-01,No,71,,,2968,5,0,45310,543190,24.0,2224900.0,92704.0,
1439,C-11481,여성,31,30대,No,No,0,No,0,No,신용카드,Yes,Yes,No,Yes,8,2018-03-01,,2022-01-01,No,46,,,4027,4,0,48820,1658610,46.0,3077100.0,66893.0,
1440,C-11482,여성,27,20대,Yes,No,0,Yes,1,Yes,계좌이체,Yes,No,Yes,Yes,51,2019-04-01,2021-02-01,2021-02-01,Yes,91,Cosumer,Product dissatisfaction,3410,1,0,14800,325890,23.0,2126300.0,92448.0,PS
1441,C-11483,여성,37,30대,No,No,0,No,0,Yes,계좌이체,No,Yes,No,Yes,13,2020-03-01,2021-06-01,2021-06-01,Yes,96,Cosumer,Don't know,3579,3,0,27800,417540,16.0,1603800.0,100238.0,Other
1442,C-11484,여성,61,60대,Yes,No,0,Yes,10,Yes,신용카드,No,No,Yes,Yes,17,2017-09-01,,2022-01-01,No,45,,,5257,4,0,45200,1806640,52.0,4810700.0,92513.0,
1443,C-11485,여성,22,20대,No,No,0,Yes,5,Yes,신용카드,Yes,Yes,No,Yes,48,2015-01-01,,2022-01-01,No,43,,,5274,4,0,25650,1850150,84.0,9431600.0,112281.0,
1444,C-11486,여성,57,50대,Yes,No,0,Yes,2,Yes,계좌이체,Yes,Yes,No,Yes,15,2015-01-01,,2022-01-01,No,33,,,4700,3,0,0,0,84.0,4881500.0,58113.0,
1445,C-11487,여성,60,60대,No,No,0,No,0,No,신용카드,Yes,No,Yes,Yes,15,2017-04-01,,2022-01-01,No,56,,,2280,3,0,50060,2252200,57.0,5020400.0,88077.0,
1446,C-11488,남성,47,40대,Yes,Yes,1,Yes,9,No,계좌이체,Yes,Yes,Yes,Yes,19,2015-01-01,,2022-01-01,No,25,,,4004,3,0,27230,1959190,84.0,10937800.0,130212.0,
1447,C-11489,여성,38,30대,Yes,No,0,Yes,7,No,신용카드,Yes,Yes,Yes,Yes,27,2015-02-01,,2022-01-01,No,30,,,4658,3,0,22490,1596580,83.0,8634300.0,104028.0,
1448,C-11490,남성,74,70대,Yes,No,0,Yes,6,Yes,신용카드,Yes,No,No,Yes,13,2019-07-01,,2022-01-01,No,30,,,2422,3,0,6440,116500,30.0,2093000.0,69767.0,
1449,C-11491,여성,40,40대,Yes,No,0,Yes,1,Yes,계좌이체,No,No,No,Yes,23,2017-09-01,2021-08-01,2021-08-01,Yes,97,Cosumer,Don't know,3631,2,0,50060,2350630,48.0,4831000.0,100646.0,Other
1450,C-11492,여성,65,60대,Yes,Yes,1,Yes,4,Yes,계좌이체,No,Yes,No,Yes,23,2015-05-01,,2022-01-01,No,31,,,5583,4,0,0,0,80.0,4966900.0,62086.0,
1451,C-11493,여성,52,50대,No,No,0,No,0,Yes,계좌이체,No,Yes,No,No,13,2015-05-01,,2022-01-01,No,70,,,5914,3,101700,22940,1559850,80.0,7650000.0,95625.0,
1452,C-11494,남성,25,20대,No,No,0,No,0,Yes,계좌이체,No,No,No,Yes,41,2021-07-01,2021-08-01,2021-08-01,Yes,77,Company,Long distance charges,3086,1,0,40790,40790,2.0,191800.0,95900.0,Price
